         4_centre,       0_normalization,          0_sigma,       1_normalization,          1_sigma,       2_normalization,          2_sigma,       3_normalization,          3_sigma,       4_normalization,          4_sigma,     log_likelihood,          log_prior,      log_posterior,                 weight
77.12479198706477,     581551.0885099353,  0.8178139103937,     698.1005690962775,24.00244892439154,     25076.46711245112, 14.5005254204636, 1.315990716064583e-05,16.34472689414314, 4.270803708123558e-06,11.08870584386504, -36529691362502.59,  310136.3451539481, -36529691052366.25,                    0.0
16.02938369068958,     637.8589901763858, 0.11981513763939, 0.0018235634179562586,14.23140086882424,    0.3885067475934613, 5.98809214870632,     115.0059261898547,10.95314029459183,     54936.73173220392, 0.08283333299033,-19291479430928.117,  550.9611093571973,-19291479430377.156,                    0.0
23.88350022412558,    2895.6681277561406,13.49288704972898,  0.004130465863932388,13.40224976558473,    233414.93770692302,  0.4183566844191,     792.2304933718718,14.17264741525507,  0.007919463993604214, 8.00061688419037,-14518635759397.504, 368.37622521704424,-14518635759029.127,                    0.0
 95.6878237076945,    215.15105515635156, 4.75413508987893,   0.09174449290776072, 6.34616837666719,      86421.4864927044, 9.16414714585429,    1944.4474414669664,18.66309326900848,     651060.5058949287, 3.79677417840387,  -9139656733611.04,   10.9050120894073, -9139656733600.135,                    0.0
55.99756188892589,    427498.00457994966, 5.43300840157861,1.8529540261744137e-05, 6.69356613080348,     16.50715957046591, 8.62293214231263, 0.0002300501412223115, 1.18759364151453,     650573.0021185062, 7.26907993126519, -8098163462716.204, 58314.818741922696, -8098163404401.386,                    0.0
40.59254792234828,     888372.7234406155,  10.243941354698,    0.0285707761646447, 12.4364173897544,      8052.87319964226,22.05174194691449,    176348.58618390744, 8.05054308871366,  2.35372095928362e-06,12.02183113640744, -7132323673519.796,  424894.1993223246, -7132323248625.597,                    0.0
 11.1331496406168,  9.36487460064634e-06, 1.61798737729514,    1023.7692803109265, 3.06847788169768,     832601.6837471898, 9.97696166760358,     1.047265646854621,  7.7826879189251,    458874.01279014634,16.00388367163972, -6806121684376.792, 106782.95161849874, -6806121577593.841,                    0.0
62.53218567924394,     43383.78052151162,18.84922264100328,     41104.76320869327,20.29497876710908,    0.7522826377701842,18.91933818024876,1.2963174539019608e-05, 1.12677554359121,     883828.6421094463,11.33670790784947, -6090341289361.346,  77142.92740610965, -6090341212218.418,                    0.0
91.59277242283368,1.0690073864516409e-06, 9.95902660740289,     3.654337146014092,  2.4504451642735,     302.4189957673012, 2.10913668621854,  4.86923870769601e-06, 4.99374976845999,     948670.3599758316,11.56513992964766, -5716842784437.533,  1140818.421555376, -5716841643619.111,                    0.0
37.89188932939227,    3.1102885245234253,  4.5899292740826,     965970.6862436531,14.95904557840124,    10161.489002016318,13.10015343659552,   0.09576880178389134, 12.2804039185418, 0.0009673631460289931, 6.95469246611101, -5498729644806.801, 1044.5013815383816,   -5498729643762.3,                    0.0
