3.159453363013824045e+01,-1.778850812041343488e-01,-2.821519792808435331e-02,-1.075879805308051118e+01,2.812393429208479567e-01,1.311651047688914717e+00,3.839827400383855359e-05,-1.002005058076705879e+01,7.376571877048580805e-02,-6.802739486044105666e-02,6.310025731884262752e-05,-7.073865113246662339e+00,1.839221467210733485e-01,-3.059371170883560698e+00,1.076948802923486381e+00,-9.525864876615564469e+00,-6.642415330781855642e-01,-5.849017081986739086e+00,-3.543021466805901590e-03,4.912015435094536642e+00,4.190441513526438344e-01,5.491213552844045331e+00
-1.778850812041343488e-01,1.032409263726981677e-02,-1.957080150580632258e-04,2.062871311257217372e-02,1.193512901555323540e-03,-2.942822345223995023e-02,1.403865725082698567e-07,4.759277268056823912e-02,-2.275651934431904139e-02,-6.738575826273469904e-03,-4.419906100367545514e-07,-1.730099309270432401e-02,2.143166421085399790e-03,-2.525923683103755216e-02,-2.144754075642732547e-03,5.179778562205318571e-02,1.563959151703998504e-03,-1.617943580061741507e-02,-2.620374144270934915e-05,-1.827808187018064023e-01,-7.579974688347371897e-03,-1.170939927312742157e-01
-2.821519792808434984e-02,-1.957080150580632258e-04,2.105547848618469480e-03,-5.125358380749651249e-02,-5.438706003611346214e-04,-4.407817113808581121e-03,-2.472773854249014436e-07,7.181747494659743158e-02,2.331890933503306864e-03,1.019798352600397810e-03,-2.058375246936494886e-08,-2.554495416348753073e-02,-3.182323404725232200e-04,7.876553307252979683e-03,-4.776502429333429121e-04,4.038631114049340970e-02,1.288796687085771563e-03,1.699221646501896527e-02,-2.897145008818870511e-05,7.204350807687417979e-02,-6.184366179603626628e-04,2.237993876512263391e-02
-1.075879805308051118e+01,2.062871311257217719e-02,-5.125358380749651249e-02,2.442850411595917492e+01,6.777520765163512484e-02,-4.198669515808103547e+00,2.832886812595078541e-05,-1.045879018220907231e+00,-9.339192932533196823e-02,-5.013334299187323720e-03,-3.742624462514054950e-06,7.556422012395380250e+00,3.462045471565643878e-02,1.424695289180858415e+00,-5.076505661300259042e-01,-3.501362320745351475e+00,3.095967329766631804e-01,3.800421451547675300e+00,1.723924947924982895e-02,-1.326558770643214480e+00,2.221366273696134541e-01,2.691097559043813980e+00
2.812393429208478457e-01,1.193512901555323106e-03,-5.438706003611345130e-04,6.777520765163513872e-02,9.705256383352230121e-02,2.526424856479763670e-01,1.198552858701150514e-06,-3.521176015603725840e-01,-9.321728266965586401e-03,-4.079577333351696970e-03,6.553547399167880565e-07,4.900013070262247000e-02,-6.649604971161529599e-04,-1.069912013104696441e-01,1.568481801368029616e-02,6.714829616878105305e-03,-2.465237994523581874e-02,-1.160381304856114848e-01,8.623099758262759448e-05,-2.360969499063143850e-01,1.263861506586901919e-02,1.937979131762490870e-01
1.311651047688914717e+00,-2.942822345223995023e-02,-4.407817113808582855e-03,-4.198669515808102659e+00,2.526424856479763670e-01,7.607340524524283332e+00,5.851824135870873130e-06,-4.178491941388765341e+00,8.906259599679471062e-02,3.207343491664495921e-02,3.344010968029599204e-06,-3.822414135815472847e-01,-2.253753494128545379e-02,-6.322105617727447058e-01,1.519231001181519103e-01,4.758827889035045083e-02,-4.062568926250484935e-01,-2.468014715581429375e+00,-2.086218198174949034e-03,-5.158640761997204116e+00,2.578726617577145955e-02,1.926265380136190086e-01
3.839827400383855359e-05,1.403865725082698567e-07,-2.472773854249014436e-07,2.832886812595078541e-05,1.198552858701150514e-06,5.851824135870873130e-06,1.463308795240315835e-08,-2.481818158724875923e-05,-1.622657281354021744e-06,-8.777025037150940710e-07,-2.550735814290430517e-11,7.144586509296054363e-06,2.509163723818915539e-06,5.092015228146180402e-06,7.094386368190618089e-07,-7.645988797052842719e-05,-3.875230289998019795e-06,-1.521060692839296848e-05,1.709085174729612611e-07,1.187221565753472042e-06,7.691449784042571372e-07,2.547852338350884731e-05
-1.002005058076705879e+01,4.759277268056823912e-02,7.181747494659743158e-02,-1.045879018220907453e+00,-3.521176015603726395e-01,-4.178491941388765341e+00,-2.481818158724875923e-05,2.336030992739558698e+01,5.569096455208262242e-01,2.742714719454305006e-01,-7.418876810191448901e-07,3.460294390458276137e+00,-1.725127227579160150e-01,3.420513522657451233e+00,-1.179189112519763993e+00,-9.392212777042572291e-01,4.823612652388294952e-01,4.395077251221885639e+00,2.950797036296121285e-03,1.624037773922420413e+01,2.143120043417190146e-01,6.014953059050837325e+00
7.376571877048580805e-02,-2.275651934431904139e-02,2.331890933503306864e-03,-9.339192932533195435e-02,-9.321728266965586401e-03,8.906259599679471062e-02,-1.622657281354021744e-06,5.569096455208262242e-01,1.023920647584494470e-01,3.939317112803389365e-02,1.638920701087930612e-06,2.552665650630600025e-01,-1.544837779691265491e-02,1.677801087002116776e-01,-4.498279861738736091e-02,-3.027276374383329749e-01,1.670445254737101815e-02,2.492441912631203349e-01,2.843145078694752368e-04,9.873440144418329512e-01,2.232365119766322598e-02,4.698371134096034907e-01
-6.802739486044105666e-02,-6.738575826273469904e-03,1.019798352600397810e-03,-5.013334299187323720e-03,-4.079577333351696970e-03,3.207343491664495227e-02,-8.777025037150942828e-07,2.742714719454305006e-01,3.939317112803390059e-02,1.662641096676082189e-02,4.989576441540922264e-07,1.393178709342559052e-01,-7.144793178792847692e-03,7.079471340868592755e-02,-2.289414689190542515e-02,-9.727105581083338171e-02,9.625278799967735416e-03,1.224044478994270463e-01,1.323290000360812315e-04,3.820338936969736032e-01,7.075747422178695067e-03,1.764920330700811835e-01
