4.094453432708852603e+01,4.091664389787764700e-01,-6.151528054560621683e+00,5.280065489017084168e+00,-2.284334322782426430e-01,-6.708364179337867661e+00,1.704973176467835083e+00,2.339795589910178830e-01,1.085957295325281624e+00,-5.406245124467687901e-01,-4.472421398114381601e-03,2.965765671543251880e+00,1.401162357979798045e+00,3.917099917088157079e-02,-9.157620334219123137e-01,5.908496149483377202e+00,1.232384393821944535e+01
4.091664389787764700e-01,7.371454351370741731e-02,7.679902507237964526e-01,-1.182549458632012745e-01,-4.687598437161312644e-03,2.166029863083111240e-01,1.020371250762364471e-02,-1.191191751428617761e-03,-8.793115800915618507e-02,9.673488240621996859e-02,4.459859511955814593e-03,8.337156669308569412e-02,-3.765540692875907897e-02,2.391311417078189391e-03,-5.782540422525571377e-02,3.911278315902737973e-02,8.372399508052522088e-02
-6.151528054560620795e+00,7.679902507237964526e-01,5.137293136849765318e+01,-2.016784614566906164e+00,-4.246074168844472807e-02,1.151038968192730438e+00,-5.390091929876090759e-01,-2.666005758829539246e-02,-1.919600792800021383e+00,8.827338958687263037e-01,1.241810295302493289e-01,-1.965907151603104863e-01,-3.249534319571106611e+00,1.309059416855048730e-01,-5.288992445091581507e-01,4.778757267611409287e-01,-7.810752402930266625e-01
5.280065489017084168e+00,-1.182549458632012745e-01,-2.016784614566906164e+00,2.661954597073301443e+01,-1.147799861970087709e-01,-2.290311717925280099e+00,1.017195184328911317e+00,1.039292860921904177e-01,2.646128731596788380e-02,1.462079725271731689e+00,3.241699483834516171e-02,3.434905383046604199e-01,1.226186912373905979e+00,4.864650450227343131e-02,1.464842954730360747e+00,6.446689194726416439e+00,-2.113734583740004780e+00
-2.284334322782426430e-01,-4.687598437161313511e-03,-4.246074168844478358e-02,-1.147799861970087570e-01,1.355554042236387369e-01,1.545234307897249026e+00,3.435582736271329540e-02,4.176297001509253481e-03,6.396318895920571901e-02,6.127873007445947331e-03,1.323326927101014985e-03,1.870608373921732459e-01,-9.621312051317781888e-02,-2.628089678497497889e-03,-1.387906821195828144e-01,-1.507158100661093181e-01,-4.383886675397936222e-02
-6.708364179337867661e+00,2.166029863083110962e-01,1.151038968192729772e+00,-2.290311717925280544e+00,1.545234307897249026e+00,5.154021117637328331e+01,3.952990900401380236e-01,2.847278495412910310e-03,-5.624666838448256767e-01,-1.551946334681239437e+00,1.673830041651223344e-01,5.671088071744827541e-01,1.861489924118437944e-01,-6.375138829908148785e-02,1.556243274145170385e+00,-1.293476789957233253e+00,-2.901730032314175478e+00
1.704973176467834861e+00,1.020371250762364471e-02,-5.390091929876089649e-01,1.017195184328911317e+00,3.435582736271329540e-02,3.952990900401380236e-01,3.122721876296479238e+00,-9.617194155218495091e-03,3.570057298548674068e-02,8.888898695614844137e-02,1.315818927949877724e-02,4.867475763615458639e-01,1.213065751041895179e+00,6.785605771821473162e-03,1.135606571772931783e+00,1.184379588365180425e+00,5.481256182962147561e-01
2.339795589910178830e-01,-1.191191751428616894e-03,-2.666005758829539940e-02,1.039292860921904177e-01,4.176297001509251747e-03,2.847278495412903371e-03,-9.617194155218491622e-03,4.392597049212858262e-02,2.149898157456737180e-01,-3.463548979434881436e-02,1.160692195887016651e-02,1.634116256374836540e-01,-3.274533488424657274e-02,2.257010433206274938e-03,-3.962450795669216624e-02,2.868327240845266329e-02,7.479952431198635954e-02
1.085957295325281624e+00,-8.793115800915618507e-02,-1.919600792800020939e+00,2.646128731596816830e-02,6.396318895920571901e-02,-5.624666838448256767e-01,3.570057298548677538e-02,2.149898157456737180e-01,3.795751405194909278e+00,1.891054867876554302e-01,4.100641578736433784e-02,2.855348280620441104e-01,5.530648784434910592e-01,2.897622697727974053e-02,1.447314838128390013e+00,1.784791199047091881e-01,9.725542316222178796e-01
-5.406245124467690122e-01,9.673488240621995471e-02,8.827338958687261927e-01,1.462079725271731467e+00,6.127873007445926515e-03,-1.551946334681239437e+00,8.888898695614838585e-02,-3.463548979434881436e-02,1.891054867876554024e-01,1.547777234994216933e+01,-4.961216194978366849e-03,-3.786045469340078906e+00,8.322818331177979090e-01,2.576557745874410998e-02,2.132100441486188824e-01,3.055106784068524650e+00,-4.273864732058497040e+00
-4.472421398114374662e-03,4.459859511955812858e-03,1.241810295302493289e-01,3.241699483834516171e-02,1.323326927101014551e-03,1.673830041651223344e-01,1.315818927949877551e-02,1.160692195887016304e-02,4.100641578736433784e-02,-4.961216194978365114e-03,6.889953915159478803e-02,3.225965103968683190e-01,-4.285959807081825973e-02,1.130496018048923995e-04,7.985330636443764563e-02,-2.209720843537182466e-03,5.131171813810434662e-02
2.965765671543251880e+00,8.337156669308569412e-02,-1.965907151603104863e-01,3.434905383046602534e-01,1.870608373921732459e-01,5.671088071744823100e-01,4.867475763615459750e-01,1.634116256374836540e-01,2.855348280620441104e-01,-3.786045469340078906e+00,3.225965103968683190e-01,1.790864800250582789e+01,-1.274633967183445460e+00,2.403739452597884740e-02,-1.997325658605809240e+00,-9.294846128096416749e-01,1.961136345835450934e+00
1.401162357979797823e+00,-3.765540692875908590e-02,-3.249534319571106611e+00,1.226186912373905979e+00,-9.621312051317781888e-02,1.861489924118441552e-01,1.213065751041895179e+00,-3.274533488424657274e-02,5.530648784434911702e-01,8.322818331177981310e-01,-4.285959807081825279e-02,-1.274633967183445904e+00,1.686562274506173154e+01,3.771634958546307703e-02,1.277914372085165162e+01,5.025379058458891990e+00,-2.084105067666151889e+00
3.917099917088156386e-02,2.391311417078188957e-03,1.309059416855049007e-01,4.864650450227341744e-02,-2.628089678497498322e-03,-6.375138829908148785e-02,6.785605771821474896e-03,2.257010433206274938e-03,2.897622697727973706e-02,2.576557745874410651e-02,1.130496018048919793e-04,2.403739452597885434e-02,3.771634958546307703e-02,2.161802392689467223e-02,8.071007966616496054e-02,-3.720107762707375396e-03,4.216697391594798061e-02
-9.157620334219123137e-01,-5.782540422525571377e-02,-5.288992445091578176e-01,1.464842954730360747e+00,-1.387906821195828422e-01,1.556243274145170385e+00,1.135606571772931783e+00,-3.962450795669215931e-02,1.447314838128390235e+00,2.132100441486189935e-01,7.985330636443765950e-02,-1.997325658605809240e+00,1.277914372085165162e+01,8.071007966616496054e-02,3.030847495264013958e+01,3.097736170465262617e+00,-2.678847075959712942e+00
5.908496149483377202e+00,3.911278315902737279e-02,4.778757267611410398e-01,6.446689194726416439e+00,-1.507158100661093458e-01,-1.293476789957233031e+00,1.184379588365180425e+00,2.868327240845266676e-02,1.784791199047091326e-01,3.055106784068524650e+00,-2.209720843537192440e-03,-9.294846128096416749e-01,5.025379058458891990e+00,-3.720107762707374529e-03,3.097736170465261729e+00,1.188070330202111258e+01,-1.151666633016968255e+00
1.232384393821944535e+01,8.372399508052524864e-02,-7.810752402930263294e-01,-2.113734583740004336e+00,-4.383886675397931365e-02,-2.901730032314175034e+00,5.481256182962147561e-01,7.479952431198634566e-02,9.725542316222181016e-01,-4.273864732058496152e+00,5.131171813810436050e-02,1.961136345835450934e+00,-2.084105067666151889e+00,4.216697391594797367e-02,-2.678847075959713386e+00,-1.151666633016968033e+00,1.419745784945015110e+01
