  gaussian_centre,gaussian_normalization,   gaussian_sigma,     log_likelihood,             log_prior,      log_posterior,                 weight
 92.4990827329326,     404465.2420897231, 4.16074547921185, -3436947685667.711,2.4724003349048433e-06, -3436947685667.711,                    0.0
64.79251792239728,     691217.5586360523, 15.8279903670684, -2658461381117.807, 1.446722507994811e-06, -2658461381117.807,                    0.0
 27.5369802317091,    147246.77659863117, 0.82075866781583,  -2322868525774.75, 6.791320143637671e-06,  -2322868525774.75,                    0.0
92.30241610430424,    400454.02953328483, 6.86372860850476,-1918161174752.3035,2.4971655327465802e-06,-1918161174752.3035,                    0.0
 37.8556813345776,     612754.6929411837,20.42177514360242,-1614369949248.3726,1.6319744451079818e-06,-1614369949248.3726,                    0.0
18.03978801274109,     365215.0966653453, 8.01219233319796, -1466775542427.335, 2.738112441491766e-06, -1466775542427.335,                    0.0
33.64926836842534,    110689.56073741363, 0.74729772659043,-1438418996255.0496, 9.034275620374695e-06,-1438418996255.0496,                    0.0
18.90596666303075,     662548.2722527536,23.63148804422516, -1436576689096.238,1.5093239872166068e-06, -1436576689096.238,                    0.0
36.25220355469687,     609552.1119089159,22.60541689516344,-1433342132735.9792, 1.640548823411226e-06,-1433342132735.9792,                    0.0
77.99547987159275,    472754.16801753565,16.06199507304797, -1190925909298.596,2.1152642697862107e-06, -1190925909298.596,                    0.0
 21.3867094565675,     538249.7653553353,24.30395058294127, -944303625276.0803,1.8578735456388578e-06, -944303625276.0803,                    0.0
69.61515506591755,    261999.54075030115, 7.19806555555765, -840677551104.6157, 3.816800583452361e-06, -840677551104.6157,                    0.0
  6.2147957026275,    39651.157868914044, 0.22451941654206, -621139073147.5238, 2.521994447945204e-05, -621139073147.5238,                    0.0
65.53673130925048,     290279.2269911843,12.40938570074223, -598551272117.5516, 3.444958877578828e-06, -598551272117.5516,                    0.0
66.64500745409892,     205656.4396736741, 8.46772914275737, -440312642703.8077, 4.862478420742636e-06, -440312642703.8077,                    0.0
54.77325623206911,    299320.19043811626,19.11171125858449,-413050733309.00024,3.3409039281189005e-06,-413050733309.00024,                    0.0
 59.3562777435728,    290747.63469266356,18.38488420308821, -404926584047.9842,3.4394088916907463e-06, -404926584047.9842,                    0.0
95.29775956242158,    147307.70825509666, 7.08994306213759,-215692828379.17657, 6.788511014428882e-06,-215692828379.17657,                    0.0
63.60750865655229,     42817.33820445675, 0.83016257715736,-194341924597.85477,2.3355024901942937e-05,-194341924597.85474,                    0.0
64.51392990593459,    152205.77188714908,11.00790432155202,-185523015724.18323,6.5700530774971956e-06,-185523015724.18323,                    0.0
62.73170273789295,     179455.7981124212,18.53543705279517, -152778440405.6979, 5.572402845259665e-06, -152778440405.6979,                    0.0
42.05636572282542,    126737.15631505066,12.78116469299606,-110784486700.03424,  7.89034588652235e-06,-110784486700.03423,                    0.0
 83.3167321844311,    108434.08365107473,12.31975527643234, -81480954644.42697, 9.222192564635452e-06, -81480954644.42696,                    0.0
31.80354847409051,     79369.92182622677, 7.80375424171712, -71163086637.48785,1.2599231257773054e-05, -71163086637.48784,                    0.0
49.25519286822315,     72746.21971553894,  8.1285698033446, -57391027916.63031,1.3746418768017374e-05,-57391027916.630295,                    0.0
61.01053782190819,    64391.501405435236,24.28517579917913,-14859856314.166504, 1.552999973868587e-05,-14859856314.166489,                    0.0
 71.5375882257518,      63785.5524117302, 23.5754498247253,-14502338153.585943,1.5677531387438442e-05,-14502338153.585928,                    0.0
87.75684447010963,      47428.2482785044,21.16576238382422,  -7342187920.13522, 2.108448100650649e-05, -7342187920.135199,                    0.0
62.60091474372734,    17304.220212378408, 5.19485681172354, -5081185188.200496,5.7789370900669625e-05, -5081185188.200438,                    0.0
 89.2391576928897,    17434.770729840864, 6.59627976861866,-4006372254.9445577, 5.735664755765489e-05,-4006372254.9445004,                    0.0
79.18931118808948,    31091.897791976797,20.28078468363443,-3872760321.0264244,3.2162719905056684e-05,-3872760321.0263925,                    0.0
67.53089631599616,     8149.686419950757,  1.8403559703674,-3181437282.2584743,0.00012270410767608925, -3181437282.258352,                    0.0
46.31734759713309,    24616.658356171665,24.79588657654152,-2143508115.3288584, 4.062289793891903e-05,-2143508115.3288178,                    0.0
66.60569124800956,     8147.923451909053, 2.94459564567566,-1987505191.8204668,0.00012273065719164319, -1987505191.820344,                    0.0
63.33932923735352,     17448.51029658448,15.92134868948036,-1684438005.2394798,5.7311482929046864e-05,-1684438005.2394226,                    0.0
56.46654605760757,     16999.13002694075,16.18767594517322,-1573381451.3164127, 5.882653985322595e-05,-1573381451.3163538,                    0.0
97.43532129348928,     24746.31522349429,22.04908330835446,-1353089643.0792158,4.0410056647568866e-05,-1353089643.0791755,                    0.0
33.10848356161275,    10158.370946486684,  7.4762193974787,-1216801393.1999123, 9.844098086867503e-05,-1216801393.1998138,                    0.0
  1.1503246581384,    22367.379822913008,22.30391851101687,-1071167529.6708586, 4.470796346810394e-05,-1071167529.6708139,                    0.0
89.29235954462524,      8476.12426276928, 6.51578787509716, -959123872.7588133,0.00011797844970164283, -959123872.7586952,                    0.0
90.89263174600843,      10292.7997065399, 9.98126173162579, -831655014.7948449, 9.715529579037802e-05, -831655014.7947477,                    0.0
62.53263123492329,     8269.334364058288,12.89667770627482, -467326918.0980147,0.00012092871759381083, -467326918.0978938,                    0.0
82.69803180371301,     8072.110714329575, 12.5422435692115, -444638883.1787632, 0.0001238833355227406,-444638883.17863935,                    0.0
88.35775360406754,     4387.128609006635, 8.56856855338236,-191493864.77295512,0.00022793952243547907, -191493864.7727272,                    0.0
92.63755208541527,     6463.637436197881,14.47851266391643,-190438193.18607998,0.00015471164802650692,-190438193.18592528,                    0.0
69.75001288381333,     7209.599950154409, 24.1643432255159,-181832036.30690855,0.00013870395124747286,-181832036.30676985,                    0.0
61.67372156454116,    1546.4365069419437, 1.47425483047702, -142992334.0357082, 0.0006466479519275485,-142992334.03506154,                    0.0
 9.92457011006775,     7003.720623056504,23.89264521140199, -132389858.9768507,0.00014278125211162243,-132389858.97670792,                    0.0
33.77219344372609,     4709.911164454518,17.96466275099426, -108468770.2049569, 0.0002123182295978221,-108468770.20474459,                    0.0
87.48903798888085,    1045.5367755609645, 0.92195914381792, -104453859.8029985, 0.0009564465099407598,-104453859.80204205,                    0.0
21.01762822375127,     5485.007825544168,24.19938417601881, -98173584.68452144,0.00018231514553961278, -98173584.68433912,                    0.0
39.19152491193631,    1821.8849087356868, 3.20759805458619,  -91224468.0530219, 0.0005488820919505607, -91224468.05247301,                    0.0
10.76853291714951,     4992.187755752075,21.83238807177798, -77227902.18446404,0.00020031297878325685, -77227902.18426372,                    0.0
14.53111855527036,     3063.146990410219,12.21645652667227,  -64958633.9164696,0.00032646164324816784,-64958633.916143134,                    0.0
22.17228021952518,     736.3256653503403, 1.44668299356324,-33047660.735491633,  0.001358094722291399,-33047660.734133538,                    0.0
88.62155885782039,    2191.2357725207776,13.25447302520244, -28002970.61450307,0.00045636348791878713,-28002970.614046708,                    0.0
 7.15459191956108,     773.9924899936047, 2.16364329712987,-24422718.410876494,  0.001292002200187062,-24422718.409584492,                    0.0
27.66473742153155,     2097.322891226281,16.51113032234274,-23301686.790512893,   0.00047679830520293,-23301686.790036093,                    0.0
43.64645552564576,    1941.6315334172461,17.03908756695706, -19490821.50278256, 0.0005150307783887364, -19490821.50226753,                    0.0
12.93752377254495,    2339.1126373479274,22.58679938264798,-17088017.100672733,0.00042751254643888986, -17088017.10024522,                    0.0
52.81268711129283,    2024.4157212687533,22.53114841688786,-15988001.855426198, 0.0004939696869046612,-15988001.854932228,                    0.0
74.98111207917508,     1095.232791484554, 6.81535620002461,-15506946.710370101, 0.0009130478997478985,-15506946.709457053,                    0.0
75.27373156253768,     905.1993919177405, 5.62730326881872,-12828468.901326876, 0.0011047289789727062,-12828468.900222147,                    0.0
64.13820253608637,    1582.3014256468605,22.49897354227906, -9669403.040208139,  0.000631990835495323, -9669403.039576149,                    0.0
72.77046045363491,     510.9258505373568, 5.97572519322865,-3847385.5912912036,  0.001957231169548905,-3847385.5893339724,                    0.0
  99.187165868667,    199.82047884674563, 0.75647792573835,  -3560783.68565743, 0.0050044920609311535, -3560783.680652938,                    0.0
43.41427995146696,     506.5752062632172, 6.34522788271417,-3560203.9935254273,  0.001974040552392133,-3560203.9915513867,                    0.0
68.74041873556752,     533.6617360541053,12.87960607529044,-1943909.8694358459,  0.001873846169661703,-1943909.8675619997,                    0.0
96.05003788200692,     630.2421765340282,15.83953200197155, -1370781.333166973,  0.001586691651611494,-1370781.3315802813,                    0.0
25.36398868291333,     310.8905828663549,  7.3664503641219,-1158216.9503572271, 0.0032165657472805415,-1158216.9471406613,                    0.0
11.16770644133722,    273.34613201012445, 9.54525891472219, -662933.8326518014,  0.003658365284506609, -662933.8289934361,                    0.0
85.63819375998433,    321.69759501200764, 19.9906049839345,-380119.04065712204,  0.003108509406054696, -380119.0375486126,                    0.0
63.91160200114317,     292.4802609378075,22.72855939785362, -325249.4856829363, 0.0034190341488126554, -325249.4822639022,                    0.0
 1.41963367049649,    131.83531125170546, 4.45570880293768,-251438.11254781563,  0.007585221216573445,-251438.10496259443,                    0.0
44.19987898402376,    198.13338505673545,15.46550861583374, -222534.1059481512,  0.005047105008142117, -222534.1009010462,                    0.0
89.82804691234416,    185.66320526731465,13.54114745989879,-188549.93250592958,  0.005386096822793818,-188549.92711983275,                    0.0
16.43791115824635,    108.96856952975054, 5.66178718078342,-185578.12051551466,   0.00917695812944466,-185578.11133855654,                    0.0
64.58956317344666,    223.78862607990797,24.39192753178227,-175608.19142042298, 0.0044685023431125185,-175608.18695192065,                    0.0
61.68292580955273,    222.71777225793514,24.53760340501412,-174111.22630520683,  0.004489987439537939,-174111.22181521938,                    0.0
30.27657461171314,    195.12029303139664,21.28487149004307,-154330.72787259528,  0.005125043553717352, -154330.7227475517,                    0.0
71.50254371884986,    133.49487384671892,16.15444483802176, -95506.26797658323,  0.007490924341770734, -95506.26048565889,                    0.0
90.94994517102089,     64.16654213565864, 4.57267246585354, -78809.87809800674,   0.01558444582981946,  -78809.8625135609,                    0.0
73.83131101633094,    102.40894774191703,14.50038110454564, -62601.87245265348,  0.009764771751391501, -62601.86268788173,                    0.0
56.30301662278644,    26.256460759153978, 1.21119324249772, -49681.13946426995,   0.03808586424395995, -49681.10137840571,                    0.0
69.25291191064203,     68.76350697429578,10.12919906300425, -40635.63963669623,  0.014542597432876803,-40635.625094098796,                    0.0
15.64204480743627,    108.41533485890629,22.13503691290482, -39996.36465098968,  0.009223787403335685,-39996.355427202274,                    0.0
10.79304844196242,    121.62533489102682,24.65895872812016, -39477.95070236968,  0.008221971194537506, -39477.94248039849,                    0.0
38.82501070060448,     86.32123416892979,19.09619120988986,-34070.720606804585,   0.01158463510893519,-34070.709022169474,                    0.0
16.63747585164872,     92.71873380197255,23.47669862002128,-27595.209943799488,   0.01078530690610796, -27595.19915849258,                    0.0
80.24062803088745,     53.48651111342467,12.02113325310346,-20408.240335611656,  0.018696302659924443,-20408.221639308995,                    0.0
19.89925104003348,     46.22769255139593,15.66236584573016, -11842.59520098396,  0.021632055264021677,-11842.573568928696,                    0.0
53.99300400814931,     33.98062472139478, 8.51613303467194, -11521.77673156265,  0.029428534884186012,-11521.747303027765,                    0.0
50.74197671194622,     40.80650534030752,16.02661812715648, -8865.783251500457,  0.024505896588312554,  -8865.75874560387,                    0.0
54.72473523034719,    20.619957794424995, 4.68426031061169, -7677.136094675762,   0.04849670450200288,  -7677.08759797126,                    0.0
11.53565237502812,    41.320724971381495,19.79478490449262,  -6294.34347101074,  0.024200930663549454, -6294.319270080076,                    0.0
84.37953767522957,     38.85246443677575,19.24020748300699,-5820.8660975548055,   0.02573839303365918, -5820.840359161772,                    0.0
75.11482538050511,    18.270798417324468, 5.17298806840638, -5578.984959785966,  0.054732145643498244, -5578.930227640322,                    0.0
68.91956819373067,    13.992633329636972, 4.66608291173302, -3683.191043910491,   0.07146617626876271,-3683.1195777342223,                    0.0
 7.12414413258225,     33.95665854163214,24.30741357915712,-2926.5584174239975,   0.02944930517158991, -2926.528968118826,                    0.0
30.16987048768544,     8.099915277213338, 2.10082833671591,-2785.7680525828964,   0.12345808144601186,-2785.6445945014502,                    0.0
60.59399851260039,      18.0302442534433, 10.3583700765091,-2620.0698191633574,  0.055462365675330576, -2620.014356797682,                    0.0
 66.1339520401386,     11.87499402637409, 4.77813773822241, -2595.957402151501,   0.08421056867725768,-2595.8731915828234,                    0.0
