  gaussian_centre,gaussian_normalization,   gaussian_sigma,     log_likelihood,             log_prior,      log_posterior,                 weight
65.21447082270828,    516242.19990384125, 2.52253338717884, -9313553768530.887,1.9370752723939785e-06, -9313553768530.887,                    0.0
65.91898043008273,     483545.7848205381, 3.60282171610837, -5721078292034.255,2.0680564930808724e-06, -5721078292034.255,                    0.0
  95.012714803087,     904898.4783218179,22.28659096493905, -1982539989311.191,1.1050963439065042e-06, -1982539989311.191,                    0.0
 2.96371872653145,    501514.36702847923,10.95124378738711,-1362140152212.2817,1.9939608229472986e-06,-1362140152212.2817,                    0.0
 8.01555849166902,     272593.3431507872, 5.19470015533767,-1248359659806.6848,3.6684681600857805e-06,-1248359659806.6848,                    0.0
 20.9482979228323,     456529.0658023634,18.27081876401699, -956925299120.5729, 2.190441036306134e-06, -956925299120.5729,                    0.0
 9.44412152933509,     366644.0358204941,12.10614139252565, -858910994902.7843,2.7274410662705877e-06, -858910994902.7843,                    0.0
 6.51345655497063,     394837.3983929133,12.91908992196204, -828459826908.3599, 2.532688149780769e-06, -828459826908.3599,                    0.0
42.34469781257818,     295562.8542349211,14.51336915197854,-530602936246.68665,3.3833750949135637e-06,-530602936246.68665,                    0.0
72.13676528639188,     323434.0687641251, 18.0559374745417,-502550344470.04364,3.0918202396584347e-06,-502550344470.04364,                    0.0
19.88392936631253,     79107.09194281053, 1.45915309880948,-378070274612.90045,1.2641091657407118e-05,-378070274612.90045,                    0.0
34.09886219787482,      127158.993991526, 4.14655766766198,-343756231710.17236, 7.864170426408383e-06,-343756231710.17236,                    0.0
 7.48460374098135,    208490.52775680597,10.81508524396088,-301856871659.71936,4.7963809711607195e-06,-301856871659.71936,                    0.0
73.83330591985955,    261709.02485275618, 22.3653835362125, -255852470421.6229, 3.821037507447915e-06, -255852470421.6229,                    0.0
 78.0080020859029,    101746.87293103038, 4.17103389286851,-218797080023.31937, 9.828311880187757e-06,-218797080023.31937,                    0.0
28.48136670641686,    199721.90565250456,20.41309478948506,-168417598293.99222, 5.006962039206137e-06,-168417598293.99222,                    0.0
98.28969620060747,     185126.7717708194,11.09034516351448,-152927303655.27005,5.4017038726195995e-06,-152927303655.27005,                    0.0
95.67170107561384,     183585.3556698898,18.68996208478892, -97605738513.92088, 5.447057562685605e-06, -97605738513.92088,                    0.0
 58.2735429732443,     92503.96165570573, 9.83835953230757, -76673235715.57217,1.0810347817555542e-05, -76673235715.57216,                    0.0
75.63929160210901,    103804.41591947332,13.36952508216648, -70638436540.70927, 9.633501534036412e-06, -70638436540.70926,                    0.0
17.58440738488878,    130690.29756355072,19.36738013671697, -70490708417.09375, 7.651677428569098e-06, -70490708417.09373,                    0.0
35.66862724134635,    103001.75923050423,17.57069641787628, -53132802953.60341, 9.708572042562234e-06,  -53132802953.6034,                    0.0
89.94288217505617,     93796.03359288476,17.39870141680793,-34832625915.870865, 1.066143163729536e-05, -34832625915.87086,                    0.0
26.52761826456711,     74506.03026972486,14.96939880149137,-32516564686.632713,1.3421732393738134e-05,-32516564686.632698,                    0.0
